timestamp,open,high,low,close,volume,delta,delta_pct,cvd,whale_buy_pct,whale_sell_pct,rejection_bot,rejection_top,candle_type
2025-03-21 04:00:00,84451.97,84677.29,84451.96,84672.37,13010541.8712,-2435704.2842,-0.1872,-160109426.81,0.3132,0.4954,0.0427,0.212,Continuação
2025-03-21 04:30:00,84672.37,84798.93,84642.14,84662.74,15550711.2239,-3875696.7609,-0.2492,-163985123.5709,0.2752,0.4811,0.0696,0.1654,Continuação
2025-03-21 05:00:00,84662.75,84672.88,84425.56,84426.44,12645186.1531,-5232282.8251,-0.4138,-169217406.396,0.2113,0.5697,0.0877,0.2362,Continuação
2025-03-21 05:30:00,84426.44,84529.06,84336.95,84469.66,11130717.2939,-4746316.8665,-0.4264,-173963723.2625,0.1982,0.6127,0.4399,0.0832,Continuação
2025-03-21 06:00:00,84469.67,84476.31,84017.53,84214.69,40664677.3891,-24765158.5147,-0.609,-198728881.7771,0.1251,0.6446,0.166,0.0849,Continuação
2025-03-21 06:30:00,84214.69,84292.06,84100.9,84200.0,24681199.9375,-9441987.9602,-0.3826,-208170869.7374,0.2209,0.5685,0.254,0.1331,Continuação
2025-03-21 07:00:00,84200.0,84269.71,83950.73,84076.08,19286172.8931,-4503942.3255,-0.2335,-212674812.0629,0.2994,0.4589,0.5067,0.142,Continuação
2025-03-21 07:30:00,84076.09,84076.09,83700.47,83937.98,44681423.1741,-6676151.6259,-0.1494,-219350963.6888,0.3216,0.4545,0.085,0.0842,Continuação
2025-03-21 08:00:00,83937.99,84156.0,83808.01,83849.6,16359504.0557,-1722664.132,-0.1053,-221073627.8208,0.3425,0.4113,0.3514,0.2009,Continuação
2025-03-21 08:30:00,83849.6,84030.72,83732.09,84022.32,19886583.0466,2239291.89,0.1126,-218834335.9308,0.4629,0.3508,0.1737,0.2097,Continuação
2025-03-21 09:00:00,84022.31,84173.0,83801.89,84132.26,15417883.3336,3599542.1903,0.2335,-215234793.7405,0.5032,0.2822,0.2574,0.3345,Continuação
2025-03-21 09:30:00,84132.27,84337.66,84069.7,84137.99,19902278.3098,-2152679.4917,-0.1082,-217387473.2322,0.3744,0.4775,0.3583,0.161,Continuação
2025-03-21 10:00:00,84137.99,84286.63,84008.18,84040.1,12959450.4,-1851332.4636,-0.1429,-219238805.6957,0.3568,0.4844,0.3308,0.2031,Continuação
2025-03-21 10:30:00,84040.1,84200.86,83892.82,84164.17,14025140.5691,480660.2381,0.0343,-218758145.4576,0.414,0.3867,0.2432,0.3606,Continuação
2025-03-21 11:00:00,84164.18,84173.92,83961.0,83961.01,11717670.1728,-5482354.9072,-0.4679,-224240500.3648,0.1977,0.6189,0.2036,0.0708,Continuação
2025-03-21 11:30:00,83961.0,84138.61,83941.92,84046.52,14647133.3091,-751053.6407,-0.0513,-224991554.0056,0.3358,0.4537,0.2936,0.2661,Continuação
2025-03-21 12:00:00,84046.52,84358.51,84020.5,84260.76,19316417.1344,1193862.9203,0.0618,-223797691.0852,0.4072,0.4176,0.1504,0.2425,Continuação
